"Сосиски, сардельки","{'04': 0.39, '45': 3.1900000000000004, '94': 1.26, '29': 0.6, '18': 4.1, '03': 6.48, '38': 0.6, '22': 9.06, '50': 0.6, '66': 2.92, '73': 1.55, '19': 2.5199999999999996, '57': 0.45, '78': 0.35, '60': 0.8999999999999999, '63': 4.32, '80': 0.33, '41': 0.6, '01': 0.36, '40': 0.6, '46': 2.43, '68': 1.6600000000000001, '71': 0.6, '32': 0.65, '58': 1.7999999999999998, '53': 0.9, '97': 0.33, '75': 0.35, '70': 5.8}"
Супрастин,{}
Сухие корма для домашних животных,"{'68': 0.82, '94': 1.58, '45': 0.43999999999999995, '18': 3.1599999999999993, '61': 1.37, '29': 0.43000000000000005, '80': 1.08, '03': 1.71, '22': 7.919999999999997, '63': 2.76, '66': 2.8400000000000003, '73': 0.4, '75': 0.69, '83': 0.83, '57': 0.09, '19': 0.3, '41': 1.9200000000000002, '60': 3.209999999999999, '12': 1.48, '01': 2.3699999999999997, '14': 0.7, '65': 2.14, '40': 0.18, '20': 0.09, '46': 1.08, '71': 0.3, '53': 2.94, '32': 1.24}"
Сухие супы в пакетах,{}
Сухофрукты,"{'45': 0.23, '18': 0.3, '22': 0.1}"
"Сырки творожные, глазированные шоколадом","{'68': 0.2, '94': 0.15, '29': 0.09, '45': 1.18, '18': 0.13, '61': 0.19, '03': 1.47, '50': 0.18, '66': 0.22, '46': 0.63, '83': 0.22000000000000003, '57': 0.12, '19': 0.14, '52': 0.32, '41': 0.14, '73': 0.18, '60': 0.04, '12': 0.08, '01': 0.08, '20': 0.27999999999999997, '58': 0.08, '22': 0.3, '75': 0.04, '28': 0.16}"
Сыры плавленые,"{'45': 0.49, '94': 0.9500000000000001, '18': 0.9800000000000001, '61': 0.8, '29': 0.27, '03': 3.6100000000000008, '22': 2.7399999999999998, '50': 0.14, '73': 0.64, '19': 0.48, '83': 0.4, '41': 0.18, '60': 0.28, '01': 0.34, '65': 0.3, '20': 0.4, '68': 0.15, '46': 0.4, '58': 0.42, '12': 0.35, '75': 0.15, '28': 0.09, '63': 0.92}"
Сыры сычужные твердые и мягкие,"{'18': 0.25, '80': 0.15, '03': 0.12, '19': 0.22, '45': 0.15, '22': 0.34, '66': 0.5}"
Термометр медицинский безртутный (галинстановый),{}
Термометр медицинский электронный стандартный,{}
Торты,"{'18': 0.44, '61': 1.5499999999999998, '29': 0.8, '80': 2.5, '22': 2.55, '50': 0.35, '66': 1.1, '45': 2.91, '46': 0.7, '32': 1.0}"
"Троксерутин, 2% гель",{}
Туалетная вода,{'54': 100.0}
Умифеновир (Арбидол),{}
"Услуги саун, бань и душевых",{}
Услуги связи,{}
Фарш мясной,"{'18': 0.5, '61': 0.7, '63': 2.0, '22': 4.3, '83': 0.5, '60': 0.7, '45': 1.61, '68': 0.7, '58': 1.0, '75': 0.4, '92': 1.5}"
Филе рыбное,"{'18': 0.2, '03': 0.44999999999999996, '38': 0.4, '22': 1.0, '73': 0.36, '19': 0.16, '52': 0.5, '60': 0.38, '45': 1.57, '12': 0.25, '41': 0.9800000000000001, '68': 0.36, '66': 0.23, '32': 0.18}"
Филе сельди соленое,"{'45': 0.38, '18': 0.2, '03': 0.3, '38': 0.4, '22': 1.0, '73': 0.36, '52': 0.5, '60': 0.38, '12': 0.25, '41': 0.8, '68': 0.36, '66': 0.23, '32': 0.18}"
"Флуоцинолона ацетонид, 0,025% мазь",{}
Халат женский,{}
Хлеб и булочные изделия из пшеничной муки 1 и 2 сортов,"{'24': 1.8900000000000001, '68': 17.469999999999995, '04': 3.1800000000000006, '45': 37.03, '28': 8.420000000000002, '94': 12.050000000000002, '08': 1.0, '25': 1.45, '29': 5.949999999999998, '46': 13.930000000000005, '18': 30.260000000000012, '61': 6.419999999999999, '97': 1.6999999999999997, '75': 7.879999999999999, '80': 8.109999999999998, '03': 33.71, '22': 56.519999999999975, '38': 12.110000000000003, '36': 0.25, '50': 2.78, '63': 23.550000000000004, '66': 23.380000000000013, '73': 18.289999999999992, '19': 12.199999999999998, '83': 2.45, '57': 2.7600000000000002, '86': 1.0299999999999998, '52': 2.25, '41': 7.329999999999999, '78': 1.7000000000000002, '60': 6.14, '12': 9.880000000000003, '01': 6.18, '65': 11.06, '40': 1.67, '20': 9.299999999999999, '71': 2.0, '32': 23.79999999999999, '56': 11.010000000000003, '58': 8.55, '53': 5.5600000000000005, '14': 0.4, '98': 1.5499999999999998, '92': 7.690000000000001}"
Хлоргексидин,"{'67': 200.0, '46': 100.0}"
Чай зеленый,"{'03': 0.05, '63': 0.6799999999999999, '20': 0.05, '53': 0.2, '98': 0.1}"
Чай черный байховый пакетированный,{}
Чай черный байховый,"{'18': 0.2, '61': 0.05, '63': 0.4, '66': 0.1, '03': 0.25, '14': 0.09, '68': 0.2, '22': 0.03, '20': 0.25, '32': 0.1, '53': 0.25, '94': 0.1}"
Чеснок,"{'94': 0.36, '45': 0.63}"
Шоколад,"{'04': 0.18, '28': 0.37, '25': 0.19, '29': 0.58, '08': 0.04, '45': 1.3600000000000003, '18': 0.8199999999999998, '80': 0.36, '03': 1.8800000000000003, '22': 2.080000000000001, '38': 0.19, '36': 0.18, '50': 0.09, '63': 0.76, '66': 1.31, '73': 0.8599999999999999, '46': 0.31, '75': 0.25, '57': 0.31, '19': 0.74, '86': 0.18, '60': 0.09, '12': 0.59, '41': 0.28, '01': 0.5, '14': 0.51, '20': 0.42, '40': 0.27, '68': 0.37, '58': 0.09, '53': 0.37, '94': 0.30000000000000004, '92': 0.09, '32': 0.4}"
Шприцы одноразовые,{}
Эналаприл,{}
"Яблоки, кг","{'04': 3.6, '28': 4.3, '94': 4.93, '29': 5.550000000000001, '18': 8.11, '61': 1.97, '38': 1.55, '22': 18.610000000000003, '50': 1.08, '63': 4.49, '73': 2.1500000000000004, '45': 4.79, '46': 1.8399999999999999, '75': 3.93, '19': 1.33, '41': 1.26, '65': 0.89, '40': 0.76, '80': 1.13, '20': 1.33, '71': 1.62, '56': 1.22, '58': 1.35, '97': 0.57, '12': 2.62}"
Ягоды замороженные,{'46': 0.3}
Яйца куриные,"{'04': 120.0, '45': 180.0, '18': 115.0, '61': 40.0, '80': 30.0, '03': 120.0, '38': 60.0, '63': 210.0, '22': 192.0, '94': 80.0, '50': 45.0, '66': 140.0, '73': 170.0, '46': 110.0, '75': 40.0, '19': 70.0, '57': 10.0, '41': 20.0, '60': 50.0, '01': 30.0, '65': 10.0, '68': 60.0, '71': 20.0, '29': 30.0, '32': 55.0, '56': 20.0, '58': 70.0, '53': 20.0, '12': 40.0}"
